CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
384,34,F,2,Graduate,Married,$40K - $60K,Blue,36,2,5,6,18025.053224610918,0,18025.053224610918,0.4497825186873255,5348,101,0.2534246023038286,0.3407421480553649
385,55,M,0,High School,Single,Unknown,Blue,37,4,2,5,6188.609629382437,153,6035.609629382437,1.3620597070269946,4143,69,2.52262728122819,0.0
386,44,F,2,Uneducated,Divorced,$60K - $80K,Blue,24,2,0,2,1438.3,159,1279.3,0.7408333516892338,4386,65,0.4020282501602054,0.02918017752690988
387,41,F,3,Graduate,Married,$120K +,Blue,20,1,1,0,3153.146266144994,0,3153.146266144994,0.2977944711480152,4404,46,2.3507171067498254,0.0
388,40,F,5,Uneducated,Divorced,$120K +,Blue,37,2,3,0,1438.3,1007,431.29999999999995,1.1012669303470108,622,10,1.3586623504923527,0.19405630773868746
389,49,M,2,Unknown,Married,Unknown,Blue,48,4,6,1,4527.2851743544825,765,3762.2851743544825,1.6211125831481532,5048,88,2.0268896058412067,0.4321597672259981
390,56,F,0,Post-Graduate,Unknown,$120K +,Silver,36,1,6,3,7243.015883742154,0,7243.015883742154,2.0323945881101713,6186,67,1.4480864980036294,0.0
391,45,F,2,Graduate,Married,$60K - $80K,Blue,19,4,1,1,5007.981746077625,164,4843.981746077625,0.0,4973,72,0.22079628960815256,0.21271145899223853
392,49,F,0,Post-Graduate,Single,$60K - $80K,Blue,24,1,2,0,18378.269197847407,2094,16284.269197847407,0.018357551505472358,1423,34,1.0163641645584565,0.39230350385807555
393,41,F,3,Post-Graduate,Married,Unknown,Blue,15,1,3,2,10822.856123864327,1861,8961.856123864327,0.0,573,10,2.4918063343072308,0.0
394,47,M,1,Graduate,Married,Less than $40K,Blue,17,5,2,1,17069.743124165507,0,17069.743124165507,0.0,5019,84,1.5785693502175007,0.32558767167486014
395,52,F,0,High School,Married,$80K - $120K,Blue,28,2,3,3,20737.267219682082,0,20737.267219682082,0.0,4372,75,0.0,0.05537849081418106
396,58,M,2,Unknown,Married,Less than $40K,Blue,28,3,3,0,10838.377906467504,654,10184.377906467504,0.15506992026772637,3440,43,1.5942325219633646,0.0
397,46,F,5,Uneducated,Married,Less than $40K,Blue,35,4,4,2,3318.417359576728,1488,1830.417359576728,1.1929074510222135,2440,35,0.44100936234515076,0.3893199426714693
398,59,F,4,Post-Graduate,Married,$120K +,Blue,32,2,3,1,4970.771005332552,0,4970.771005332552,0.0,3535,65,0.9445773309637222,0.30220808155588297
399,32,F,5,High School,Married,Less than $40K,Blue,43,4,1,5,3478.1442753786214,0,3478.1442753786214,1.643752416464233,833,16,1.1023366285146978,0.0
400,50,F,2,Graduate,Married,$60K - $80K,Blue,39,4,3,6,1438.3,435,1003.3,0.897215769664738,4205,90,0.0,0.5553484380962966
401,46,F,0,Doctorate,Married,Less than $40K,Blue,20,5,4,2,5600.620103401823,0,5600.620103401823,2.2031632431726793,6716,74,0.0,0.7690305010761432
402,33,F,3,Unknown,Married,$120K +,Blue,35,4,3,5,1438.3,0,1438.3,1.2215903494115172,874,10,2.6264476796723413,0.0
403,32,M,2,Unknown,Married,$60K - $80K,Blue,19,5,3,1,14533.297497715572,2408,12125.297497715572,0.0,2580,49,1.028516767394387,0.39130155096275276
404,42,F,1,College,Single,Unknown,Gold,31,1,4,3,28224.870808304335,364,27860.870808304335,1.1574813605960088,3730,76,0.0,0.09141004306248696
405,30,F,0,Graduate,Divorced,$60K - $80K,Blue,36,1,3,2,6336.077718697504,1078,5258.077718697504,0.6770649006138225,2709,62,0.0,0.3386609454527504
406,45,M,0,Graduate,Married,$60K - $80K,Blue,37,3,6,2,1438.3,0,1438.3,0.0,4688,56,1.9110738015016495,0.25569502043873626
407,57,F,0,College,Unknown,Unknown,Blue,34,5,1,4,1438.3,108,1330.3,0.601925937082704,3285,55,0.0,0.9096800220332452
408,40,M,2,Graduate,Married,Less than $40K,Blue,51,1,4,4,20922.339436661154,1412,19510.339436661154,1.3784228775452134,925,13,1.822870104036813,0.34813829512387107
409,48,F,2,Unknown,Single,Less than $40K,Blue,49,3,0,5,1438.3,972,466.29999999999995,1.8063987945039672,1402,25,0.14056615065017197,0.0
410,38,M,3,Graduate,Married,Less than $40K,Blue,36,1,3,3,15208.967063916478,940,14268.967063916478,0.0,4396,74,0.17074043206442846,0.5769825570419715
411,52,F,5,Graduate,Single,$40K - $60K,Blue,19,3,4,3,1896.7552873752275,0,1896.7552873752275,0.8499327504410618,3894,59,0.0,0.19946903275918387
412,32,F,1,High School,Single,Less than $40K,Blue,26,2,6,1,13232.23191263239,0,13232.23191263239,0.0,4776,61,0.9354718137532653,0.10566294802037027
413,54,F,3,Graduate,Married,$80K - $120K,Blue,33,4,2,2,1438.3,0,1438.3,0.8025120547468789,3224,30,0.9579347540809175,0.0
414,28,M,2,Graduate,Married,$80K - $120K,Blue,29,2,4,3,1438.3,984,454.29999999999995,0.34162136976612906,4845,87,0.3809544678270631,0.4079047142299185
415,30,F,3,High School,Single,$40K - $60K,Blue,40,4,6,1,25782.525822396266,2517,23265.525822396266,1.0534998292549724,6756,86,0.0,0.0
416,59,F,5,Graduate,Single,Unknown,Silver,40,2,1,2,1438.3,1054,384.29999999999995,0.0,3866,59,0.0,0.8275003135145866
417,42,M,0,High School,Married,Unknown,Blue,20,3,2,4,10808.929334188922,601,10207.929334188922,0.0,4124,61,0.0,0.0
418,57,M,2,College,Married,Unknown,Blue,37,6,4,5,29258.227938425716,8,29250.227938425716,1.6841729440787017,1560,27,0.9229400602561373,0.0
419,52,M,0,Uneducated,Single,$60K - $80K,Blue,51,1,1,5,2884.878066671684,562,2322.878066671684,1.4954860263964773,2718,62,2.0163111480280667,0.0
420,52,F,1,Graduate,Single,$80K - $120K,Blue,40,3,3,2,1993.5624537000103,1688,305.56245370001034,1.3855744627306685,3808,83,0.0,0.0
421,45,F,4,Graduate,Married,$40K - $60K,Blue,22,6,0,4,1438.3,1622,3.0,0.27115624548797024,6608,93,3.016685996741745,0.15391057126653063
422,34,M,1,Uneducated,Single,$80K - $120K,Blue,47,4,6,1,25691.692846426446,860,24831.692846426446,0.9649688080753347,2961,53,0.0,0.38705177929627854
423,49,F,0,Unknown,Single,Less than $40K,Blue,30,4,1,4,2828.085367961323,1260,1568.0853679613228,1.5737082141216239,2921,36,0.0,0.4059678482246562
424,59,F,1,Unknown,Unknown,$120K +,Blue,32,3,6,4,1438.3,1285,153.29999999999995,1.4855327079374967,3015,45,0.5118048115428938,0.0
425,46,F,1,High School,Single,$60K - $80K,Blue,18,4,0,0,14089.09104787089,481,13608.09104787089,0.5633534540337303,5895,86,0.1082581325329739,0.041090416300598204
426,51,M,2,High School,Married,Less than $40K,Blue,24,1,2,2,13317.610767273094,506,12811.610767273094,1.0428150765879696,4753,83,0.34005552853433,0.9601394271194205
427,51,M,2,Graduate,Divorced,$80K - $120K,Blue,27,6,0,0,16851.550471656854,891,15960.550471656854,0.5501260826795895,3266,39,1.7534566434813184,0.3234788044387368
428,48,F,2,Graduate,Married,Less than $40K,Blue,33,3,1,3,4621.771438159962,0,4621.771438159962,0.5122612875082977,5238,109,0.6185567271433806,0.13753199798188023
429,40,F,1,Unknown,Divorced,$40K - $60K,Blue,56,2,1,3,23353.13644433491,522,22831.13644433491,1.0325637770646188,4029,64,1.9706750650116707,0.03220329105236852
430,53,F,5,College,Single,$40K - $60K,Blue,20,3,1,6,5991.347408582022,1419,4572.347408582022,0.823257313356873,4535,67,0.11573358646801335,0.13794565160234348
431,57,F,1,Graduate,Married,Unknown,Blue,42,6,2,1,22271.972080944783,879,21392.972080944783,0.0,5986,77,1.7374230891907638,0.7220447074659685
432,56,M,0,Graduate,Married,$120K +,Blue,39,3,2,3,5061.892647335814,430,4631.892647335814,1.5847280291864956,4189,59,0.0,0.0
433,48,M,1,Unknown,Single,Less than $40K,Blue,32,3,6,2,3976.894818862689,0,3976.894818862689,2.673002925312611,1735,37,0.0,0.17659945252351744
434,56,F,4,Graduate,Single,$120K +,Blue,29,4,5,6,7655.330305455686,1926,5729.330305455686,0.9995173482102108,1860,23,0.0,0.6389723442507366
435,49,F,5,Graduate,Married,Less than $40K,Blue,40,5,2,0,8950.196557146379,0,8950.196557146379,2.375535322904382,5297,92,0.5344533192572276,0.23075247253148243
436,48,F,0,High School,Unknown,$40K - $60K,Blue,39,3,1,4,6984.002978837487,1967,5017.002978837487,0.0,4344,49,0.10829864755251972,0.0
437,52,F,0,Unknown,Single,Less than $40K,Blue,45,4,4,5,8399.353498617244,0,8399.353498617244,0.0,2217,29,0.0,0.0
438,54,M,0,High School,Single,$60K - $80K,Blue,37,3,0,0,4547.863863367255,1018,3529.8638633672554,2.6951375562744824,6975,105,1.9212319785336258,0.0
439,53,F,3,Uneducated,Single,$120K +,Blue,42,5,0,3,18667.270495658144,1214,17453.270495658144,0.5462460626789574,6006,104,0.0,0.0
440,62,F,2,College,Married,$80K - $120K,Blue,35,4,4,3,32734.471053848058,961,31773.471053848058,0.2756116351247131,5166,71,0.0,0.0942318335057706
441,32,F,1,Graduate,Married,$80K - $120K,Blue,34,2,2,0,21931.585863329157,0,21931.585863329157,1.556200456019488,1990,54,0.0,0.054141344487448534
442,47,M,1,High School,Married,$80K - $120K,Blue,42,3,2,6,15025.286559029642,1220,13805.286559029642,0.09924190387733667,4935,66,2.2094181689883734,0.0
443,55,F,1,Graduate,Unknown,Less than $40K,Blue,27,4,2,3,16336.57331599197,0,16336.57331599197,0.0,3947,45,2.830808695733537,0.0
444,38,M,1,Graduate,Married,Unknown,Blue,16,4,0,4,6096.3712411573815,707,5389.3712411573815,0.0,1945,25,1.279633809740731,0.24535731854597959
445,46,M,4,Doctorate,Single,Less than $40K,Blue,27,6,3,0,1438.3,2058,3.0,0.7359211809746474,5948,84,1.3079478775811748,0.5600274261656647
446,59,F,1,College,Single,Less than $40K,Blue,47,3,1,2,13975.312023361214,1175,12800.312023361214,0.0,1750,29,0.0,0.13538932716266322
447,64,F,5,Unknown,Single,$120K +,Blue,38,3,6,6,6731.114644673747,2039,4692.114644673747,0.0,4406,58,2.8862656982020978,0.10526988957613537
448,45,M,5,College,Married,$40K - $60K,Blue,26,4,2,1,1438.3,0,1438.3,1.6616803565181626,719,10,0.8525896874192413,0.37605042705492797
449,49,F,4,High School,Married,$40K - $60K,Silver,33,5,2,1,6857.358538749413,1340,5517.358538749413,0.0,2762,49,1.8192265191349022,0.2154262690996009
450,37,M,1,Graduate,Single,$60K - $80K,Blue,39,2,1,6,3089.4155485148904,319,2770.4155485148904,0.19401002495303243,1909,76,1.8339620703900628,0.34619066450162106
451,59,F,3,Graduate,Single,Less than $40K,Blue,47,5,6,4,1438.3,0,1438.3,0.7743803020166674,3105,62,1.1606737481543568,0.0
452,50,M,1,High School,Single,Less than $40K,Blue,32,4,6,1,8727.752662063092,1019,7708.752662063092,0.5148846092427094,3310,47,0.4404713881403608,0.405399813569106
453,45,M,3,Graduate,Married,$120K +,Blue,34,4,2,5,10690.270293966369,2092,8598.270293966369,0.0,9184,98,1.3196299393957656,0.0
454,33,M,2,Graduate,Single,$80K - $120K,Blue,32,4,4,2,14273.792009615936,0,14273.792009615936,0.9435465238943778,2806,34,1.3268221675381036,0.059137717078990085
455,50,M,2,Doctorate,Single,Unknown,Blue,39,5,6,3,3849.544410889177,0,3849.544410889177,0.0,3137,61,2.28654767124489,0.0
456,30,M,4,Unknown,Married,$80K - $120K,Blue,37,5,6,4,9422.256173768199,136,9286.256173768199,2.116143428986001,2238,36,0.0,0.2662047816608503
457,60,M,3,Unknown,Single,$40K - $60K,Blue,25,2,1,1,1438.3,258,1180.3,1.4641435202312918,1887,28,1.037534988854036,0.14763182886621318
458,39,M,5,Unknown,Married,Unknown,Blue,40,2,4,4,3873.413959495204,571,3302.413959495204,0.3791525708341666,4314,74,0.3292667146877624,0.3112221918068331
459,50,F,4,High School,Married,Less than $40K,Blue,33,6,1,3,5348.06102646431,889,4459.06102646431,0.3255846402822487,4269,58,1.9557514120448922,0.025340584050459025
460,49,M,5,Graduate,Married,Less than $40K,Silver,47,2,4,0,7174.372677707934,0,7174.372677707934,2.2360288124019023,2110,55,0.0,0.0
461,52,M,2,Graduate,Divorced,Less than $40K,Blue,26,3,4,4,16408.913098742545,0,16408.913098742545,0.0,909,10,0.8334442150324646,0.0
462,56,M,2,College,Single,Less than $40K,Blue,36,3,6,5,3209.207836556596,263,2946.207836556596,3.397,3380,57,0.0,0.0
463,35,F,2,High School,Married,$60K - $80K,Blue,31,1,3,4,1438.3,1473,3.0,1.0404340723758916,5941,75,2.1769776778589547,0.34013079476844965
464,48,F,4,Post-Graduate,Single,Less than $40K,Blue,46,3,0,6,1771.573238915139,565,1206.573238915139,0.0,5008,79,0.31913402834714066,0.3237658144908194
465,42,F,1,High School,Divorced,$120K +,Blue,18,4,6,4,6613.270279636161,2305,4308.270279636161,1.476457450960735,3211,50,0.0,0.0
466,46,F,3,Uneducated,Married,$80K - $120K,Blue,39,3,2,2,9441.568273378874,295,9146.568273378874,0.0,1142,13,1.1854803354744203,0.0
467,55,M,3,Uneducated,Single,Unknown,Blue,34,2,6,0,15739.716955434607,536,15203.716955434607,0.8719183799457049,1723,23,1.1207145199960427,0.04650598752920611
468,48,M,2,Graduate,Married,Less than $40K,Blue,34,3,3,5,6794.535094865852,376,6418.535094865852,0.0,1760,25,0.7801811893337257,0.020930737100109842
469,54,F,4,Graduate,Married,$40K - $60K,Blue,33,2,6,3,1438.3,241,1197.3,0.8866381283627383,5286,76,0.0,0.7764937389931953
470,34,F,4,Doctorate,Single,Less than $40K,Blue,50,2,1,1,1438.3,727,711.3,1.8354541369680473,6045,84,0.796770366411907,0.0
471,44,M,2,Doctorate,Single,Unknown,Blue,43,4,2,3,9904.712001302149,1168,8736.712001302149,2.1199485173394126,5406,71,0.0,0.238942686408626
472,26,F,5,Graduate,Single,Less than $40K,Blue,45,6,1,6,2226.0943325761255,3,2223.0943325761255,1.5019773082348267,2663,61,0.3354727620578899,0.0
473,32,F,3,Uneducated,Single,$80K - $120K,Blue,44,3,4,0,1438.3,305,1133.3,0.04921978071422406,3260,59,3.714,0.0
474,46,M,3,Uneducated,Single,Less than $40K,Blue,39,3,0,4,1946.002283653028,343,1603.002283653028,0.0,9229,92,1.4829005765073813,0.11508848223050121
475,42,M,3,Graduate,Married,$40K - $60K,Gold,32,4,0,4,16162.610186331549,132,16030.610186331549,1.131467419595035,3931,53,0.0,0.0
476,47,M,2,Post-Graduate,Married,$60K - $80K,Blue,38,1,0,2,1438.3,0,1438.3,0.0,3799,56,0.8339586415047282,0.0
477,48,F,1,High School,Married,Less than $40K,Blue,47,3,1,1,1438.3,651,787.3,1.0908485805307817,3350,34,0.0,0.0
478,44,M,5,High School,Married,Unknown,Blue,38,3,0,5,7816.255400412852,150,7666.255400412852,0.5755235840344537,3905,58,0.0,0.24768716561992177
479,38,M,2,Uneducated,Unknown,Less than $40K,Blue,50,5,6,2,15075.416690907561,168,14907.416690907561,0.6996405353538414,4196,82,0.0,0.5769363224003407
480,46,F,0,Graduate,Single,$80K - $120K,Blue,24,6,3,3,1438.3,0,1438.3,0.8950782581443382,1196,17,0.46927179368335803,0.39789318483386404
481,59,M,1,Unknown,Single,Less than $40K,Blue,39,1,3,5,16452.706239872823,334,16118.706239872823,0.4550391255048521,4516,74,0.0789693930507831,0.0
482,39,M,2,High School,Married,Unknown,Blue,27,3,2,1,4916.184072201479,0,4916.184072201479,0.0660985455928279,1369,22,0.0,0.25222856418435813
483,37,M,3,College,Divorced,$40K - $60K,Blue,28,2,1,4,30937.7633970395,266,30671.7633970395,0.6416638046091714,3608,50,0.4015270279963693,0.5620766957875023
484,32,F,2,Graduate,Married,Less than $40K,Blue,40,5,1,0,1438.3,758,680.3,0.2566920503364836,8660,113,1.1985780333222604,0.04584330909328116
485,41,F,4,High School,Married,$80K - $120K,Blue,35,5,5,6,23805.18996529106,660,23145.18996529106,2.0009697028105187,5617,75,1.6962551000423929,0.45510518262606675
486,35,M,4,College,Single,$40K - $60K,Blue,25,3,2,5,19174.809192581295,2517,16657.809192581295,1.1407332381118687,5467,79,0.0,0.24568928646600827
487,51,M,0,Doctorate,Unknown,Unknown,Blue,34,4,6,2,1438.3,1349,89.29999999999995,0.0,4341,72,1.3991085955468539,0.6494119500587265
488,50,M,0,College,Unknown,Less than $40K,Blue,44,4,0,2,15706.376316943084,2517,13189.376316943084,1.0303067782119015,1337,25,0.0,0.12407191947438652
489,29,F,1,Doctorate,Single,$60K - $80K,Blue,35,4,1,5,5624.108806057364,1030,4594.108806057364,0.7914567845566455,1909,29,2.5864260195699766,0.0
490,35,F,5,High School,Married,$80K - $120K,Blue,33,3,5,1,26456.29423440872,1282,25174.29423440872,0.2128454774593348,2436,51,2.56017713267155,0.5676376880703464
491,40,F,4,High School,Single,Less than $40K,Blue,49,3,6,2,4682.568614972974,1048,3634.5686149729736,0.0,3329,50,0.0,0.6281355916601712
492,39,F,3,Uneducated,Single,Less than $40K,Blue,51,2,3,3,1438.3,2259,3.0,0.0,4555,64,0.0,0.2259516984009614
493,50,F,0,Unknown,Single,Less than $40K,Blue,45,2,5,5,19094.39916245214,1059,18035.39916245214,0.30854410699668716,3840,72,0.0,0.0
494,42,M,3,Post-Graduate,Married,$40K - $60K,Silver,37,5,3,3,21859.482889832376,235,21624.482889832376,1.563377318638031,2093,51,0.0,0.0
495,31,F,2,Graduate,Single,$40K - $60K,Blue,33,4,6,2,10909.716965791384,327,10582.716965791384,0.2204447460298249,4914,92,0.0,0.13122332616748805
496,57,F,2,Graduate,Married,$40K - $60K,Blue,38,3,1,4,7930.655737307084,0,7930.655737307084,0.13240770227220028,3952,49,0.0,0.1288696995119718
497,42,F,3,Unknown,Single,$40K - $60K,Blue,33,4,5,4,9092.527731913267,1232,7860.527731913267,0.0,6828,90,0.0,0.11832388548057059
498,47,F,1,Graduate,Single,Unknown,Blue,24,4,0,3,3843.329845343893,138,3705.329845343893,0.0,3597,51,1.3347391734928817,0.20422865795600703
499,29,M,1,High School,Married,$60K - $80K,Blue,40,5,4,4,2473.437524081908,1466,1007.4375240819081,0.5007896869626218,2233,45,0.0,0.07984244290169852
500,36,F,2,Graduate,Unknown,Less than $40K,Blue,41,5,2,3,8567.703287795626,1558,7009.703287795626,0.0,1892,44,2.438617648616314,0.0
501,52,F,1,High School,Married,$120K +,Blue,33,3,2,1,10574.941448259211,1396,9178.941448259211,0.0,1995,30,1.6531260699155945,0.028052865146765554
502,50,M,4,Post-Graduate,Married,Unknown,Silver,49,4,2,2,1438.3,413,1025.3,0.5014647422975775,4191,51,0.0,0.0
503,40,F,4,Uneducated,Single,Unknown,Blue,32,3,4,6,10695.271927544021,1054,9641.271927544021,0.292948143240789,2422,75,1.2757701300861213,0.0
504,41,M,1,College,Married,Less than $40K,Blue,25,2,3,5,22030.581900483907,887,21143.581900483907,0.12396952660992244,6896,86,0.0,0.0
505,41,M,4,Graduate,Married,$60K - $80K,Blue,20,1,2,5,2340.5331812790973,143,2197.5331812790973,0.0,4101,56,0.43760643430206314,0.6595477725245265
506,42,M,4,High School,Single,$40K - $60K,Blue,35,4,0,4,9886.487671257555,1396,8490.487671257555,0.7526184098732078,8480,117,1.7970726660850378,0.20016220806511933
507,41,F,3,High School,Married,Less than $40K,Blue,32,4,2,4,8598.539910899408,1136,7462.539910899408,0.7369796813166756,3011,50,0.3335970980800697,0.6350458698408574
508,37,F,5,Uneducated,Married,Less than $40K,Blue,42,4,5,6,4602.778451358909,0,4602.778451358909,0.8397097598135768,4496,74,0.0,0.5351730194963891
509,68,F,2,Graduate,Single,$120K +,Blue,49,6,2,2,11572.453990084065,792,10780.453990084065,1.710238743670697,6512,84,0.0,0.0
510,41,F,0,High School,Single,Less than $40K,Blue,39,5,6,4,25092.412352090378,0,25092.412352090378,0.5174635698356724,5833,85,2.094453731689752,0.4781149790887704
511,56,M,3,Uneducated,Married,Unknown,Blue,53,3,4,0,8213.889249033862,405,7808.889249033862,0.0,3363,59,2.1933728758973956,0.13421700822164487
512,47,F,2,Graduate,Married,Unknown,Blue,13,4,0,2,9190.262477969836,1060,8130.262477969836,0.6345492135319798,4902,70,2.7703378322221015,0.2645061569546681
513,47,F,2,High School,Married,$40K - $60K,Blue,41,2,3,2,14683.381903072637,472,14211.381903072637,1.4376668842087685,2533,39,1.755292480262914,0.0
514,37,F,0,Graduate,Unknown,$60K - $80K,Blue,42,3,3,0,1438.3,527,911.3,0.4844131888153165,5530,67,0.0,0.6594411483334391
515,50,M,2,High School,Divorced,$40K - $60K,Blue,43,3,0,5,1438.3,1028,410.29999999999995,2.2447139866730375,5790,62,0.0,0.5464371275585831
516,35,F,5,High School,Married,$60K - $80K,Blue,41,3,2,1,1438.3,0,1438.3,2.752024640389368,2764,56,0.0,0.0
517,44,F,3,Uneducated,Single,$60K - $80K,Blue,36,6,6,4,12140.281415633219,0,12140.281415633219,0.0,5520,81,0.8507104305529471,0.30459648652794025
518,45,F,3,College,Married,$60K - $80K,Blue,19,4,2,1,21166.599559509566,633,20533.599559509566,0.9725942584633587,3335,56,0.0,0.0
519,55,M,3,Graduate,Married,$60K - $80K,Blue,39,1,2,3,1438.3,1021,417.29999999999995,0.9995961654397911,4705,55,0.6312278299551024,0.0
520,42,M,2,Graduate,Married,Unknown,Blue,37,3,3,0,15331.120035226524,0,15331.120035226524,0.0,3653,60,0.0,0.27951585792206957
521,37,M,0,Unknown,Single,$40K - $60K,Blue,38,5,0,6,19778.54675326821,0,19778.54675326821,0.5381746926532669,2265,30,0.7208179229100814,0.0
522,45,F,2,Graduate,Married,Less than $40K,Blue,49,6,6,3,19978.76383572976,258,19720.76383572976,0.3608298405178807,10336,98,1.8016976860482181,0.40765321598962667
523,52,M,0,High School,Married,$80K - $120K,Blue,51,6,0,3,15723.691872655269,2254,13469.691872655269,0.9208023326565029,3809,63,0.27961484079459126,0.0
524,57,F,4,High School,Divorced,$80K - $120K,Blue,32,4,0,6,6435.437509723316,650,5785.437509723316,1.1023876948613471,7902,103,1.0377769353586255,0.07826456014644896
525,52,M,1,Uneducated,Unknown,Less than $40K,Blue,33,5,2,5,13435.865601678317,1171,12264.865601678317,0.8894874148215557,2660,47,1.730812009527575,0.021267377162865087
526,35,F,5,High School,Single,$60K - $80K,Blue,40,2,1,5,4724.387148624213,967,3757.3871486242133,1.7094448848831447,1701,25,0.0,0.4634335273257067
527,45,F,0,Uneducated,Married,Less than $40K,Blue,53,3,4,0,16520.51305788704,0,16520.51305788704,1.2415998620636066,677,10,1.5079317069649312,0.0
528,40,F,5,College,Single,Unknown,Silver,21,2,4,5,23825.998370125995,215,23610.998370125995,1.915887816045585,7462,114,0.0,0.7882088989908871
529,52,M,1,Unknown,Married,Unknown,Blue,48,1,2,0,7151.936589334291,1486,5665.936589334291,0.8572870934937242,2559,30,1.8560301387118798,0.0
530,46,F,5,Uneducated,Single,Less than $40K,Blue,22,5,6,5,3415.553240389165,915,2500.553240389165,0.8602548137414691,799,10,1.6785399963155525,0.3779708119512487
531,29,F,1,High School,Single,$40K - $60K,Blue,46,4,5,5,1438.3,0,1438.3,0.0,3083,51,0.0,0.19176535059365155
532,63,M,1,College,Single,$60K - $80K,Blue,31,4,4,3,1438.3,480,958.3,0.16296871248704936,1287,38,0.585162047283633,0.21831454887491372
533,36,M,2,College,Married,Less than $40K,Blue,31,1,1,3,18392.96457451629,992,17400.96457451629,2.5652765863728852,1793,62,3.307260345600739,0.36151401701755626
534,68,M,2,Unknown,Divorced,$80K - $120K,Blue,46,3,5,6,1438.3,746,692.3,0.0,3942,64,0.0,0.4244143312377697
535,43,M,2,High School,Married,$60K - $80K,Blue,43,1,6,0,12411.197101812873,703,11708.197101812873,1.0553212858711536,8124,103,0.6596883705589934,0.0
536,30,M,4,Uneducated,Single,$120K +,Blue,49,5,6,3,7517.336540894622,985,6532.336540894622,0.37280687563535764,2944,51,0.7101432015951002,0.0
537,37,F,1,Post-Graduate,Single,Less than $40K,Blue,44,4,3,3,8062.71875356675,0,8062.71875356675,1.91610147379369,3308,42,0.5312478020747127,0.28357737719908627
538,37,M,1,Graduate,Divorced,Less than $40K,Blue,50,3,1,3,11255.05653970661,820,10435.05653970661,1.205738187718907,6687,78,0.0,0.37012889181152364
539,45,F,2,High School,Single,Less than $40K,Blue,44,5,1,2,13442.381920843227,88,13354.381920843227,0.35567201088824046,2902,42,1.076804312427393,0.48776274793068
540,37,F,0,Uneducated,Single,Unknown,Blue,29,5,1,3,1438.3,1009,429.29999999999995,0.790069311192709,2188,34,0.0,0.0
541,52,F,2,Doctorate,Married,$60K - $80K,Blue,33,1,5,5,1438.3,127,1311.3,0.45323536596620906,2226,78,0.0,0.0
542,48,F,2,Uneducated,Single,$40K - $60K,Blue,27,3,6,6,1438.3,1106,332.29999999999995,0.4798064328451616,5188,70,0.3884726089157218,0.20472664645791766
543,57,F,2,Graduate,Single,Less than $40K,Blue,44,3,0,6,6029.765022101843,248,5781.765022101843,1.0559714727918736,2179,27,1.280920351030912,0.21372680618469794
544,37,F,1,Graduate,Married,$60K - $80K,Blue,47,3,6,6,11403.767815981577,1090,10313.767815981577,0.0,6256,95,0.8525402203798438,0.3638632895640549
545,50,M,3,Unknown,Unknown,Less than $40K,Blue,24,3,2,2,2556.9551358580175,1509,1047.9551358580175,0.0,871,12,0.8068630110879749,0.0
546,48,M,1,College,Married,$80K - $120K,Blue,42,3,3,1,9465.193868328675,1908,7557.193868328675,0.0,5780,69,1.2723759995582107,0.5645988166215414
547,45,F,1,Uneducated,Single,$80K - $120K,Blue,28,3,0,3,1438.3,0,1438.3,0.13168696276522568,4389,42,0.23851370073115133,0.1996289388519732
548,62,F,4,College,Single,$60K - $80K,Blue,25,3,2,0,25948.362447912354,0,25948.362447912354,1.2577813276080105,6634,72,1.307383551591934,0.6410353625051097
549,50,M,4,High School,Single,Unknown,Blue,27,5,0,1,1438.3,311,1127.3,0.0,1105,43,1.277992010317933,0.41379251247789417
550,42,F,0,Uneducated,Married,Unknown,Blue,33,3,0,5,20856.929973254362,0,20856.929973254362,0.8153681876892456,2795,56,0.0,0.258689839792218
551,46,M,0,Graduate,Unknown,$60K - $80K,Blue,50,3,4,2,1438.3,0,1438.3,1.6362409516645755,5315,61,0.0,0.2194991181975024
552,46,F,3,High School,Married,Unknown,Blue,44,5,3,1,5847.843857060807,0,5847.843857060807,0.0,1322,43,0.0,0.22913266170067284
553,57,F,3,Unknown,Married,Less than $40K,Blue,34,3,1,6,1438.3,269,1169.3,0.0,5803,91,0.5566333172719202,0.0
554,43,F,2,Post-Graduate,Married,$40K - $60K,Blue,18,5,0,4,2990.5117083927244,2225,765.5117083927244,2.33021026238332,876,13,0.0,0.8276584509715842
555,43,M,1,Graduate,Single,Less than $40K,Blue,49,5,6,0,14565.838614039742,1896,12669.838614039742,1.1125452540137672,3758,50,0.0,0.0
556,38,F,2,Unknown,Married,Less than $40K,Blue,50,5,3,6,7222.395988834055,0,7222.395988834055,2.0563222668521117,4775,80,0.0002732894033189437,0.2742340888943774
557,48,M,3,Unknown,Single,$120K +,Blue,32,4,0,3,4737.792580306434,444,4293.792580306434,0.0,8391,96,2.176322700551147,0.22687042166393667
558,52,F,1,Uneducated,Single,Less than $40K,Blue,22,1,6,1,1438.3,1879,3.0,0.5108587394296326,3400,55,1.704269421460844,0.12524072981264436
